ID_val,Verbatim,Area,SubArea
11880,"The system does not always understand my commands and I have to repeat several times...sometimes resorting to manually entering addresses.  Also, I have had instructions that are outdated and sent out of my way. Does not always give the most direct instructions.",Navigation,Destination Input
17875,"There is a new BMW feature called 'CarPlay' that doesn't seem helpful at all; it connects intermittenly, prevents normal operation of radio/phone; even when disabled, the car tries to connect to Pandora through the phone.  There are no clear instructions in any of the provided manuals.  Overall, phone/bluetooth connectivity is fine - all conZZZts sync, phone calls work great, etc.  But these other 'features' are intermittent and hard to control.",Apple Car Play,Stability
8077,"The built-in voice recognition software is not satisfactory.  When I plug in my phone and use the Android App, Google takes over and does a much better job.  I don't always like the Android Auto App, however, because it restricts my phone too strictly.  Sometimes I'm the passenger, not the driver, and I want to look at my phone while my husband drives, but the app won't let me if the phone is plugged into the car.  It's VERY annoying.  Too controlling.",Voice Recognition,Poor Recognition
13811,Satellite radio intermittently has poor reception in certain areas. Even after refreshing the satellite signal. It's not real bad but it does it more than my old car.,Radio,Poor Reception
20432,Not enough usb ports,USB/Aux In,Customer Expectation
14692,The navigation system froze and had to take to dealership for repair,Display,Freezes/Locks Up
19324,(Copied from FCD97): When i open the door there is a buzzing noise coming from the radio speakers. Then it goes away.,Audio,Bad sound Quality
20436,need to have more of them,USB/Aux In,Customer Expectation
20224,Had to re-pair phone several times,Bluetooth,Pairing Loss
12081,"(Copied from AEN97): All the included software is unnecessarily complicated.  So much, in fact, that we only use about 10% of the features.  I am quite computer savvy but whoever designed this did not take into consideration ease of use.",Other,Not Enough Info
17618,"If you are not a tech-geek, it takes a while to understand how the settings work, how to operate the menu",Information,DTU
15618,"(Copied from FCD97): selecting radio stations, adjusting temps, getting on navigations",Radio,DTU
7285,"Voice recognition does not follow commands, or misinterprets them. Usually I just use my cell phone for calls.",Voice Recognition,Poor Recognition
12046,(Copied from AEN97): too many steps to go thru in order to use maybe me??,Other,Not Enough Info
15669,there is so much to know about all of the gizmos in this truck it is just overwhelming to begin to know how to navigate them,Radio,DTU
11569,"Driver must learn the patterns first before operating .  For example, you cannot say navigate to """"location"""" and give the address or destination.  You must say navigate then give the system time to respond.  Voice commands on my iPhone are much easier.",Voice Recognition,DTU
18065,Apple i play does not recognize my device  pandora frequently does not load,Apple Car Play,Stability
1246,The apple port is difficult to use in the ashtray. Too much going on in that location.,USB/Aux In,Poor Location
14563,"The traditional clock look is nice, but it would be GREAT if the navigation screen also displayed the time in digital.",Driver Notifications,Customer Expectation
14133,Most times it will tell me it cannot detect a mobile device and then other times it works just fine.  i don't have time to keep pairing them up.,Bluetooth,Won't/Slow Pair
5893,nav system doesn't always recognize what we're saying when we provide an address,Voice Recognition,Poor Recognition
3545,It took me to a location that was not there in the middle of the boonies,Navigation,Route Accuracy
10461,"I also drive a 2017 Ford Raptor â€“ the audio and nav system is so much more intuitive than what Porsche has onboard, which is crazy for a car of this caliber.Lack of intuition is the point I would make regarding the nav, the phone and the audio system. And the fact that we do not have voice controls is almost inexcusable for a car on this price range.",Navigation,DTU
20662,GETS CONFUSED WITH MY BLUE TOOTH I WEAR AND CAR BLUETOOTH,Bluetooth,Customer Education
19478,Not following commands for calling or messaging.,Bluetooth,SMS
3830,"It's possible that I'm not using it correctly which is creating the problem, but if I ask for a change in audio options I'll sometimes get a response related to the climate control system.  I've simply opted to adjust manually -- which is often easier than using the voice option because it's faster (even if the system understands and responds correctly).  I believe that there are certain tasks that being able to guide via voice is not necessarily better.",Voice Recognition,Poor Recognition
11589,"The system is not very user friendly.  Takes to many steps to get to the command and then it doesn't pull up the correct one.  I just don't use it.    Also, you can not end a call that you initiated with out the phone.  No controls on the car will end it for you.  If a call comes into the car, you can hit the EXIT button on the steering wheel, but otherwise you have to pick up your phone and press the end button on the devise itself.",Voice Recognition,DTU
11510,Too many step,Voice Recognition,DTU
5619,Donâ€™t use it much because it works poorly,Voice Recognition,Poor Recognition
12959,(Copied from AEN97): Music from iphone sometimes does not play automatically when connected to Bluetooth,Bluetooth,Audio Streaming/Distortion
13048,Music cuts out periodically when playing through bluetooth off of phone.,Bluetooth,Audio Streaming/Distortion
6297,sometimes completely misinterprets command; assumes a 'music and radio' search,Voice Recognition,Poor Recognition
14165,Several times it could not find my phone to pair.,Bluetooth,Won't/Slow Pair
7055,doesn't understand many names,Voice Recognition,Poor Recognition
14749,I believe the problems arise from my phone and not from the car's system,Bluetooth,Won't/Slow Connect
